#{"t_start": 1772898691.778584, "env_id": "None"}
r,l,t
-7.715423,6,88.640178
14.0,20,88.663631
-12.894979,1,88.66583
18.0,20,88.690086
20.0,20,88.716837
-7.0,5,88.723911
10.515605,20,88.748164
16.0,20,88.770773
-2.0,10,88.784846
16.0,20,88.810444
14.0,20,88.835415
-12.858795,1,88.837735
-11.0,1,88.840518
-9.0,3,88.845181
-10.263635,3,88.849833
20.0,20,88.874208
-3.0,9,88.885762
14.0,20,88.910857
0.643917,14,88.928137
16.0,20,88.952494
-11.0,1,88.956731
-12.809218,1,88.958952
-8.0,4,88.964332
7.0,19,88.986875
16.0,20,89.012159
-11.0,1,89.014601
6.0,18,89.037277
14.0,20,89.061753
-8.0,4,89.06875
16.0,20,89.092102
12.0,20,89.116791
16.0,20,89.141735
12.0,20,89.167756
-2.0,10,89.180836
16.0,20,89.20468
20.0,20,89.230594
20.0,20,89.255344
-14.0,2,89.25849
-10.0,2,89.262314
4.0,20,89.285908
-1.0,11,89.301029
8.0,20,89.326486
14.0,20,89.351476
10.0,20,89.374831
16.0,20,89.399786
20.0,20,89.423356
0.0,12,89.440299
16.0,20,89.464661
-5.700716,8,89.476151
20.0,20,89.500177
-9.0,3,89.504347
14.0,20,89.528539
20.0,20,89.555647
-7.0,5,89.56349
-8.0,8,89.57301
14.0,20,89.596334
16.0,20,89.621344
-9.0,5,89.627756
0.0,18,89.650755
-11.0,1,89.654032
4.0,16,89.674296
-4.0,12,89.689045
-1.460468,12,89.703378
14.0,20,89.726288
20.0,20,89.753124
16.0,20,89.776923
20.0,20,89.800502
16.0,20,89.824236
12.0,20,89.849679
-12.74828,1,89.851754
16.0,20,89.877765
-3.0,9,89.88902
20.0,20,89.913842
-2.0,10,89.926803
18.0,20,89.951763
-10.0,2,89.954783
-4.0,8,89.967064
-3.837077,10,89.980814
16.0,20,90.004841
-2.715529,15,90.022418
16.0,20,90.047461
16.0,20,90.073172
16.0,20,90.096963
14.706759,20,90.121003
16.0,20,90.145253
-4.0,8,90.155562
18.0,20,90.181539
18.0,20,90.205764
-15.0,1,90.209913
20.0,20,90.235484
16.0,20,90.258959
-9.365909,4,90.264723
16.0,20,90.291377
-9.0,3,90.295254
-8.0,4,90.301136
-6.0,10,90.31416
16.0,20,90.338575
-8.0,6,90.346452
20.0,20,90.371402
12.0,20,90.39627
18.0,20,90.420958
-7.0,5,90.428734
-10.209133,3,90.432634
-4.0,8,90.443057
12.0,20,90.467078
16.0,20,90.492609
16.0,20,90.516443
20.0,20,90.53971
0.257378,15,90.559188
-10.0,2,90.563017
-11.0,1,90.565232
16.0,20,90.590737
-7.0,5,90.598769
14.0,20,90.622351
-10.0,6,90.631037
-9.671278,4,90.636923
8.0,20,90.660692
16.0,20,90.68389
-10.0,2,90.68859
8.0,20,90.713339
20.0,20,90.738475
20.0,20,90.762945
-12.255093,1,90.765197
-6.200942,7,90.774667
-11.877214,2,90.779431
-1.0,11,90.793455
10.0,20,90.818297
16.0,20,90.841962
16.0,20,90.867055
-5.0,11,90.880798
14.729505,20,90.905777
16.0,20,90.930122
1.0,13,90.946588
14.0,20,90.969867
-12.956966,1,90.9729
20.0,20,90.99671
14.0,20,91.021864
14.0,20,91.045248
-10.0,2,91.048273
12.0,20,91.071355
18.0,20,91.09583
-12.244778,1,91.098059
2.0,14,91.117651
1.261639,15,91.13605
-12.549981,1,91.139517
-2.0,10,91.150717
2.0,14,91.168196
1.0,13,91.1836
16.0,20,91.209036
16.0,20,91.233891
-6.365969,9,91.245019
11.480641,20,91.268024
20.0,20,91.296012
16.0,20,91.32281
18.0,20,91.347214
-1.0,11,91.360992
-10.982516,3,91.366747
-5.0,7,91.376114
-11.0,1,91.378317
10.0,20,91.4018
-1.0,11,91.417591
20.0,20,91.443028
20.0,20,91.467118
18.0,20,91.490837
-9.0,3,91.496095
-10.0,2,91.499898
-1.96998,12,91.514891
16.0,20,91.541248
-2.0,10,91.55397
-3.0,9,91.565876
16.0,20,91.590079
20.0,20,91.613506
-5.0,7,91.624705
16.0,20,91.650174
14.0,20,91.674236
10.0,20,91.697107
-10.0,2,91.702283
16.0,20,91.727704
14.0,20,91.752622
-12.549613,7,91.761756
-4.0,10,91.774835
-7.0,5,91.781649
8.430799,20,91.804826
16.0,20,91.829457
-9.0,3,91.835341
-6.68799,7,91.845422
6.0,18,91.866593
16.0,20,91.890634
14.0,20,91.915488
14.0,20,91.940052
-1.296762,12,91.955565
16.0,20,91.979671
20.0,20,92.004377
18.0,20,92.027827
-6.0,6,92.037236
16.0,20,92.061519
16.0,20,92.086496
16.0,20,92.110249
16.0,20,92.133763
16.0,20,92.160074
6.0,18,92.182571
-12.841569,5,92.18986
16.0,20,92.213606
20.0,20,92.237594
14.0,20,92.264786
-3.0,11,92.278252
-11.962367,2,92.282268
-7.0,5,92.289206
8.0,20,92.313794
-8.0,4,92.319608
-12.98533,1,92.321765
20.0,20,92.346831
16.0,20,92.373835
-12.912632,1,92.377178
20.0,20,92.401608
-1.963797,12,92.416557
20.0,20,92.44099
16.0,20,92.465863
18.0,20,92.517772
-3.21242,10,92.534402
-10.0,2,92.539295
20.0,20,92.563603
14.0,20,92.589718
3.0,15,92.607345
14.0,20,92.631769
20.0,20,92.656268
16.0,20,92.681494
-11.960045,2,92.685538
1.0,13,92.7029
16.0,20,92.726326
20.0,20,92.750778
-3.0,9,92.762115
16.0,20,92.789139
-10.0,2,92.792943
16.0,20,92.816982
18.0,20,92.840826
20.0,20,92.866037
12.0,20,92.891369
16.0,20,92.916448
-7.0,7,92.925756
16.0,20,92.950399
16.0,20,92.973939
16.0,20,92.999556
-4.0,12,93.014732
16.0,20,93.038819
16.0,20,93.062422
-9.0,5,93.068898
16.0,20,93.09473
16.0,20,93.119202
16.0,20,93.142598
12.0,20,93.166358
16.0,20,93.19648
-7.0,5,93.205546
-1.0,11,93.220688
-12.99561,1,93.223039
-9.380514,4,93.229275
20.0,20,93.25731
-12.960459,1,93.259689
0.0,14,93.276751
16.0,20,93.303935
8.0,20,93.329037
-5.0,9,93.340248
14.0,20,93.3643
1.0,15,93.383718
-6.865326,7,93.394128
12.0,20,93.423218
-11.0,1,93.42595
20.0,20,93.44937
-5.0,7,93.459735
16.0,20,93.483233
4.0,16,93.504133
-11.352736,6,93.512253
18.0,20,93.539007
20.0,20,93.562657
16.0,20,93.58577
-10.0,2,93.589571
-11.0,1,93.592764
20.0,20,93.617035
-2.0,14,93.63367
14.0,20,93.657554
20.0,20,93.681587
-10.380807,3,93.686158
20.0,20,93.71029
-5.0,7,93.719977
7.0,19,93.744783
16.0,20,93.769022
-9.902452,6,93.776561
14.0,20,93.799617
-11.573111,3,93.805656
-3.0,9,93.81829
-8.0,4,93.824633
20.0,20,93.849758
-12.0,4,93.856499
-9.0,7,93.8658
20.0,20,93.890065
-12.914822,1,93.892268
16.0,20,93.916972
-8.0,4,93.923038
0.0,12,93.938878
14.0,20,93.962211
12.0,20,93.98713
16.0,20,94.01047
14.0,20,94.036331
-6.0,6,94.044889
20.0,20,94.06956
16.0,20,94.0937
-7.0,5,94.100064
18.0,20,94.124678
16.0,20,94.150582
20.0,20,94.174494
-12.0,4,94.180147
14.0,20,94.204791
12.0,20,94.230402
16.0,20,94.254849
10.0,20,94.278742
12.0,20,94.302522
18.0,20,94.32679
20.0,20,94.352565
-8.0,8,94.363021
4.0,20,94.387044
0.0,16,94.406936
-3.0,9,94.417895
20.0,20,94.442596
16.0,20,94.468067
-12.82154,1,94.471931
16.0,20,94.496481
16.0,20,94.520578
16.0,20,94.546682
16.0,20,94.572267
16.0,20,94.596102
20.0,20,94.620682
20.0,20,94.64561
-11.0,1,94.649623
12.0,20,94.674146
12.0,20,94.697179
-4.0,8,94.707428
14.0,20,94.732101
14.0,20,94.756378
16.0,20,94.780962
14.0,20,94.804207
-10.865881,3,94.80921
-3.0,13,94.825906
-12.0,4,94.831195
-3.0,13,94.847019
16.0,20,94.872737
16.0,20,94.897227
16.0,20,94.921001
-3.0,9,94.931123
-3.965825,16,94.95112
12.0,20,94.977016
-10.0,4,94.983138
16.0,20,95.006789
16.0,20,95.030669
-11.0,3,95.03547
20.0,20,95.058806
20.0,20,95.084927
14.0,20,95.109518
2.0,20,95.13326
14.0,20,95.157148
14.0,20,95.18303
16.0,20,95.207663
14.0,20,95.230944
6.0,20,95.253962
-2.472659,11,95.267863
-10.0,2,95.273222
14.0,20,95.298173
20.0,20,95.321514
18.0,20,95.345418
-8.0,12,95.361044
-1.0,11,95.376352
14.0,20,95.40079
12.0,20,95.424499
16.0,20,95.448958
-12.648741,1,95.451003
16.0,20,95.474646
-9.635212,4,95.48133
-3.0,13,95.498773
20.0,20,95.522892
10.0,20,95.547712
-12.994253,1,95.550731
14.0,20,95.575343
14.0,20,95.60032
12.0,20,95.623492
-9.0,3,95.627585
16.0,20,95.651402
16.0,20,95.674934
-10.0,2,95.678787
-9.0,3,95.683678
16.0,20,95.711473
18.0,20,95.73519
14.0,20,95.758293
16.0,20,95.782229
-9.0,3,95.787234
20.0,20,95.812883
12.0,20,95.836621
5.0,19,95.859063
14.0,20,95.884198
1.121572,19,95.908097
8.0,20,95.933003
16.0,20,95.956511
4.0,16,95.976571
16.0,20,96.001661
20.0,20,96.026868
20.0,20,96.050573
-1.0,17,96.071193
16.0,20,96.094879
16.0,20,96.119916
-1.0,11,96.134072
-7.0,5,96.14201
-3.0,9,96.153458
-9.0,7,96.163249
5.0,17,96.183422
16.0,20,96.209221
14.0,20,96.234218
-3.0,13,96.250762
-5.0,7,96.258932
16.0,20,96.284362
20.0,20,96.309877
18.0,20,96.33612
-7.0,5,96.343631
6.0,20,96.367761
8.0,20,96.391627
-8.0,4,96.396936
1.0,15,96.414606
-9.0,3,96.421905
20.0,20,96.446637
16.0,20,96.469696
16.0,20,96.493196
14.0,20,96.51761
16.0,20,96.543962
12.0,20,96.567331
-5.342524,10,96.580424
18.0,20,96.605983
20.0,20,96.630355
-11.0,1,96.633942
-9.0,3,96.638783
14.0,20,96.6654
-7.0,9,96.67674
16.0,20,96.700491
14.0,20,96.723998
2.0,14,96.743727
-5.0,7,96.75363
-9.0,3,96.758747
-11.0,1,96.761085
10.0,20,96.785061
5.0,17,96.805065
-11.0,1,96.808106
-3.0,9,96.8189
16.0,20,96.84486
16.0,20,96.869379
12.0,20,96.892905
16.0,20,96.915792
20.0,20,96.941203
12.0,20,96.966584
18.0,20,96.991569
20.0,20,97.014726
16.0,20,97.039956
16.0,20,97.065856
20.0,20,97.090578
14.0,20,97.113361
16.0,20,97.138355
-4.0,8,97.149961
-8.529938,5,97.15709
-12.962826,1,97.159395
-5.0,7,97.170055
16.0,20,97.193748
-3.0,11,97.208142
-2.0,16,97.22745
20.0,20,97.253111
16.0,20,97.277868
2.0,14,97.294191
20.0,20,97.317406
-12.983411,1,97.321353
5.0,19,97.343136
-12.985275,1,97.346096
20.0,20,97.371564
16.0,20,97.396228
16.0,20,97.420305
18.0,20,97.445464
20.0,20,97.470927
14.0,20,97.495573
7.0,19,97.51774
20.0,20,97.541496
16.0,20,97.565686
7.0,19,97.590693
16.0,20,97.614392
16.0,20,97.638734
-4.0,8,97.649298
20.0,20,97.676909
16.0,20,97.700875
16.0,20,97.725071
10.0,20,97.749019
20.0,20,97.775774
-9.0,11,97.790872
14.0,20,97.814805
-10.0,2,97.817822
16.0,20,97.842682
16.0,20,97.866607
14.428809,20,97.893052
16.0,20,97.916399
-10.0,2,97.921338
14.0,20,97.945198
20.0,20,97.968967
-13.0,3,97.975047
-6.0,6,97.983906
-9.0,3,97.989034
-3.0,9,98.000744
18.0,20,98.025247
7.0,19,98.048929
20.0,20,98.072947
16.0,20,98.099097
20.0,20,98.122649
16.0,20,98.146972
16.0,20,98.171046
20.0,20,98.196781
16.0,20,98.221064
18.0,20,98.245776
16.0,20,98.270057
14.0,20,98.295409
18.0,20,98.320681
16.0,20,98.34555
-6.0,12,98.360518
20.0,20,98.384313
-6.0,6,98.392047
-8.0,4,98.400303
16.0,20,98.425114
16.0,20,98.449414
-7.0,5,98.456817
16.0,20,98.48203
-15.0,1,98.484108
4.0,16,98.503921
16.0,20,98.528843
16.0,20,98.553625
16.0,20,98.576876
-11.0,1,98.579051
-11.0,1,98.581165
-11.0,1,98.584767
3.0,15,98.60198
16.0,20,98.628494
-9.0,3,98.633583
20.0,20,98.657529
20.0,20,98.681271
14.0,20,98.704807
-11.0,1,98.706927
16.0,20,98.735586
16.0,20,98.75919
14.0,20,98.782855
-11.0,1,98.785948
16.0,20,98.810587
1.0,13,98.828
-5.0,7,98.837961
-11.0,1,98.840143
0.0,12,98.877454
-9.225191,8,98.897865
20.0,20,98.922785
20.0,20,98.948899
-5.0,7,98.959754
14.0,20,98.984092
20.0,20,99.00732
4.0,20,99.032144
-5.0,19,99.05602
-12.929137,1,99.05905
16.0,20,99.083108
-11.0,1,99.085165
20.0,20,99.109382
14.0,20,99.133499
14.0,20,99.158154
16.0,20,99.182103
-11.0,7,99.192928
-10.0,2,99.196023
20.0,20,99.220186
14.0,20,99.245166
-14.0,2,99.250783
2.0,14,99.271385
18.0,20,99.29696
-8.0,6,99.305938
16.0,20,99.330616
18.0,20,99.360189
20.0,20,99.385367
-7.250655,8,99.39606
6.0,18,99.417999
16.0,20,99.442297
20.0,20,99.468228
14.0,20,99.491803
8.0,20,99.516241
-11.0,1,99.518262
16.0,20,99.542408
-12.98286,5,99.550313
-11.0,1,99.554296
0.082044,18,99.576913
0.0,12,99.592422
-14.0,2,99.59641
16.0,20,99.621151
-7.0,5,99.627713
16.0,20,99.652522
10.0,20,99.678676
16.0,20,99.7039
16.0,20,99.728186
-9.0,3,99.733251
-14.0,2,99.736564
1.0,17,99.757811
-12.964839,1,99.760237
14.0,20,99.786927
14.0,20,99.811702
3.0,19,99.834992
-1.0,11,99.848174
20.0,20,99.873551
16.0,20,99.899628
14.0,20,99.924305
16.0,20,99.948594
-2.0,10,99.961719
-8.0,4,99.967617
-5.0,7,99.979181
14.0,20,100.004045
20.0,20,100.027746
-11.0,1,100.029801
16.0,20,100.05592
16.0,20,100.081342
-3.0,9,100.09394
-10.0,2,100.098263
14.0,20,100.123373
-3.627596,16,100.142686
18.0,20,100.165681
-3.0,9,100.177067
-12.504176,1,100.180359
-2.0,10,100.195751
16.0,20,100.220685
16.0,20,100.244361
16.0,20,100.268628
-12.327072,1,100.270765
20.0,20,100.295562
16.0,20,100.321546
0.0,18,100.343477
12.0,20,100.367545
20.0,20,100.392585
10.0,20,100.419523
-1.0,13,100.436995
2.0,14,100.45365
16.0,20,100.477641
16.0,20,100.502486
16.0,20,100.528819
14.0,20,100.552963
16.0,20,100.577894
20.0,20,100.601094
-3.0,15,100.622764
16.0,20,100.647527
20.0,20,100.670713
-10.0,2,100.673813
-14.0,2,100.679006
12.0,20,100.702499
14.0,20,100.72783
16.0,20,100.751896
-10.0,2,100.755811
20.0,20,100.780055
-9.357885,6,100.788613
-8.0,4,100.794193
16.0,20,100.820047
16.0,20,100.845579
-5.0,7,100.855708
16.0,20,100.879509
18.0,20,100.904544
20.0,20,100.929767
-10.0,2,100.933463
-10.0,2,100.937474
20.0,20,100.962856
16.0,20,100.987436
16.0,20,101.010794
16.0,20,101.035511
0.0,16,101.057475
-6.0,6,101.064978
-5.0,11,101.079034
20.0,20,101.10299
16.0,20,101.126903
16.0,20,101.152548
4.0,20,101.176294
20.0,20,101.20008
-2.0,10,101.213187
16.0,20,101.238316
-11.0,1,101.241403
8.0,20,101.266325
-3.0,9,101.279638
-2.0,10,101.292225
-14.0,2,101.296298
16.0,20,101.321337
16.0,20,101.347048
-1.0,15,101.366924
-11.821916,3,101.370978
-12.958187,1,101.373884
-10.0,2,101.377597
16.0,20,101.400585
16.0,20,101.423679
14.0,20,101.446948
10.0,20,101.474561
-11.0,1,101.47676
0.0,20,101.500153
12.0,20,101.52291
16.0,20,101.547746
14.0,20,101.574222
16.0,20,101.598239
2.0,16,101.617467
-9.781522,4,101.624119
-5.0,11,101.637437
12.0,20,101.661684
-5.860502,10,101.67537
12.0,20,101.701349
-6.0,10,101.713148
17.582608,20,101.736399
20.0,20,101.759118
20.0,20,101.786858
20.0,20,101.810793
20.0,20,101.834816
-10.0,2,101.838892
14.0,20,101.863239
14.0,20,101.888455
4.0,20,101.912586
16.0,20,101.936719
-7.0,5,101.944602
16.0,20,101.968578
-12.976902,1,101.971525
6.0,20,101.996533
-13.0,7,102.007009
12.0,20,102.030611
16.0,20,102.054285
20.0,20,102.078589
12.0,20,102.105273
16.0,20,102.129015
0.0,16,102.149199
14.0,20,102.172914
20.0,20,102.200121
-9.0,3,102.205218
16.0,20,102.2286
12.0,20,102.252927
14.0,20,102.27799
20.0,20,102.302712
16.0,20,102.32643
14.0,20,102.34962
-11.0,1,102.35282
20.0,20,102.376334
16.0,20,102.401595
16.0,20,102.424754
14.0,20,102.449931
14.0,20,102.474456
-8.0,4,102.480012
16.0,20,102.504989
16.0,20,102.530221
-8.0,8,102.540576
16.0,20,102.564154
-3.0,17,102.5849
-4.0,8,102.596783
0.0,12,102.613335
-10.0,2,102.617629
-6.806273,7,102.626344
16.0,20,102.65034
16.0,20,102.673741
16.0,20,102.697158
14.0,20,102.722996
4.0,18,102.746121
16.0,20,102.770429
14.0,20,102.794052
-1.0,13,102.810833
-11.0,3,102.817216
20.0,20,102.84182
20.0,20,102.866323
-12.888835,1,102.868498
12.0,20,102.893407
16.0,20,102.919652
12.0,20,102.944072
-9.0,3,102.948988
20.0,20,102.974783
-9.0,3,102.979556
-12.957701,1,102.981561
20.0,20,103.005399
-8.0,4,103.012207
-11.823094,3,103.018277
1.0,19,103.040661
-8.0,4,103.046094
12.0,20,103.070856
16.0,20,103.094534
-8.0,4,103.100402
-7.0,5,103.108007
-10.0,2,103.112035
16.0,20,103.137101
-12.296641,1,103.139443
14.0,20,103.163105
20.0,20,103.187777
16.0,20,103.210834
10.0,20,103.23598
20.0,20,103.260564
16.0,20,103.28546
12.0,20,103.308978
-10.0,2,103.313196
16.0,20,103.338392
-2.0,10,103.352359
16.0,20,103.3768
16.0,20,103.400022
-13.805751,2,103.403581
8.0,20,103.428115
-11.275571,2,103.431144
16.0,20,103.456669
14.0,20,103.480569
6.0,18,103.50476
-3.0,9,103.51607
20.0,20,103.539525
-10.0,6,103.549127
16.0,20,103.574675
12.0,20,103.598136
-12.0,4,103.603813
20.0,20,103.627678
20.0,20,103.653343
-3.0,9,103.664886
20.0,20,103.688292
20.0,20,103.711899
18.611648,20,103.736945
18.0,20,103.76181
3.0,15,103.781753
-12.903776,1,103.783938
16.0,20,103.80838
16.0,20,103.831894
-0.759869,17,103.852362
10.0,20,103.878985
0.0,12,103.895078
20.0,20,103.919005
-13.0,3,103.923958
-11.0,1,103.926116
-10.388258,3,103.931495
20.0,20,103.954971
-2.0,10,103.968117
7.0,19,103.991776
-6.0,6,104.001107
1.0,13,104.016508
14.0,20,104.041468
-10.389976,3,104.046256
-11.0,3,104.051166
-9.0,3,104.055884
-12.974605,1,104.058093
20.0,20,104.083887
20.0,20,104.109001
20.0,20,104.132542
16.0,20,104.156291
16.0,20,104.181766
-10.0,2,104.186909
-12.21041,1,104.189046
2.0,16,104.208515
20.0,20,104.232451
20.0,20,104.256629
20.0,20,104.28158
-1.0,13,104.29752
-13.0,1,104.300578
16.0,20,104.325013
16.0,20,104.349016
-15.652172,2,104.351942
10.0,20,104.375004
-6.0,6,104.385697
14.0,20,104.410014
-8.0,4,104.415905
20.0,20,104.439825
20.0,20,104.464204
-10.0,6,104.471322
16.0,20,104.496854
4.0,20,104.521268
1.0,13,104.537958
18.0,20,104.561612
20.0,20,104.586347
16.0,20,104.611912
16.0,20,104.635857
16.0,20,104.659697
3.0,15,104.678131
-1.0,11,104.69344
-2.0,10,104.708095
16.0,20,104.731809
-9.880852,4,104.737314
20.0,20,104.761644
16.0,20,104.787208
-6.0,6,104.796966
5.0,17,104.81841
16.0,20,104.842404
16.0,20,104.866566
16.0,20,104.890088
20.0,20,104.916901
0.0,12,104.931486
14.77766,20,104.955744
-6.0,6,104.964006
-6.0,6,104.971964
8.0,20,104.996033
-11.0,1,105.000344
-5.0,7,105.010678
20.0,20,105.034894
12.0,20,105.057762
12.0,20,105.081784
20.0,20,105.108348
20.0,20,105.133334
-4.0,8,105.143815
-10.0,2,105.148912
16.0,20,105.172379
14.0,20,105.195489
20.0,20,105.221152
14.636444,20,105.246668
-12.293124,1,105.248821
12.0,20,105.272751
20.0,20,105.29628
8.0,20,105.322462
-11.0,3,105.327788
-6.0,10,105.340209
16.0,20,105.364135
16.0,20,105.389486
1.0,15,105.407197
3.0,19,105.431913
-8.0,4,105.437946
5.506875,19,105.462062
12.0,20,105.484888
18.0,20,105.507879
12.0,20,105.533136
-13.654392,2,105.538542
14.0,20,105.562424
-4.0,8,105.572922
20.0,20,105.625762
-9.0,3,105.632546
5.341725,20,105.657584
16.0,20,105.680969
16.0,20,105.705037
16.0,20,105.731012
20.0,20,105.75622
16.0,20,105.780681
18.0,20,105.803852
12.0,20,105.828175
-10.0,2,105.832221
6.0,18,105.855819
18.0,20,105.880083
16.0,20,105.90511
16.0,20,105.929284
20.0,20,105.955321
-7.0,5,105.96184
-9.0,3,105.967771
-2.0,10,105.979389
16.0,20,106.003316
-7.0,5,106.009964
-12.98521,1,106.013597
16.0,20,106.037686
18.0,20,106.064342
16.0,20,106.087567
-8.0,4,106.094122
20.0,20,106.117598
16.0,20,106.14174
16.0,20,106.169199
20.0,20,106.194108
1.0,13,106.210312
-6.0,6,106.217944
14.0,20,106.241847
14.0,20,106.268822
5.0,17,106.291224
-13.0,1,106.293366
14.0,20,106.318856
16.0,20,106.343413
-4.580094,10,106.356186
-7.0,5,106.364432
16.0,20,106.389063
18.0,20,106.413941
-5.0,7,106.422197
-12.976474,1,106.425236
16.0,20,106.449088
14.0,20,106.476096
-14.0,2,106.479313
-9.681932,4,106.485182
14.0,20,106.509224
14.0,20,106.533809
20.0,20,106.556844
16.0,20,106.582216
-13.0,1,106.584497
-11.848034,2,106.589453
16.0,20,106.613661
14.0,20,106.637354
4.0,16,106.656673
-11.0,1,106.660034
12.0,20,106.685951
16.0,20,106.710615
14.0,20,106.735324
-12.973919,1,106.738738
-9.0,3,106.743404
16.0,20,106.766346
16.0,20,106.791963
16.0,20,106.816605
-3.0,9,106.828014
16.0,20,106.85265
-11.0,1,106.85571
16.0,20,106.881301
20.0,20,106.906694
12.0,20,106.930693
-16.485815,3,106.934574
16.0,20,106.959441
-12.778552,1,106.962245
20.0,20,106.986526
-7.51949,6,106.994631
16.0,20,107.020353
16.0,20,107.043562
-10.0,2,107.04755
-7.0,5,107.054002
12.0,20,107.079058
14.0,20,107.104445
-2.0,10,107.1167
18.0,20,107.14081
16.0,20,107.166252
16.0,20,107.190389
-7.0,5,107.198475
-9.0,3,107.202678
-11.0,1,107.207398
2.0,16,107.229089
20.0,20,107.253508
1.0,13,107.268515
16.0,20,107.293811
16.0,20,107.320045
-3.0,9,107.331326
-9.0,3,107.336238
-8.0,4,107.342882
16.0,20,107.366258
-12.342016,1,107.368494
-7.202422,6,107.37706
16.0,20,107.402383
20.0,20,107.427498
12.0,20,107.451108
16.0,20,107.474866
16.0,20,107.498764
-10.0,2,107.501587
-8.62055,5,107.509664
16.0,20,107.534539
16.0,20,107.559385
12.0,20,107.582864
14.0,20,107.605722
16.0,20,107.631691
16.0,20,107.657127
2.0,14,107.674776
16.0,20,107.697957
20.0,20,107.723698
2.0,14,107.741555
20.0,20,107.764557
3.0,19,107.787136
-1.0,11,107.800737
20.0,20,107.827796
-4.0,8,107.838143
16.0,20,107.861959
16.0,20,107.885734
16.0,20,107.910454
-11.228008,2,107.913329
20.0,20,107.939151
0.0,12,107.953696
-9.0,3,107.959659
-1.0,17,107.97994
-12.628191,1,107.982973
-10.0,2,107.986191
18.0,20,108.009646
-11.0,1,108.011754
16.0,20,108.037725
-11.0,1,108.041001
18.0,20,108.066104
-9.0,3,108.069952
16.0,20,108.093973
-6.0,6,108.102421
20.0,20,108.128425
16.0,20,108.153731
20.0,20,108.177389
-12.714525,1,108.17944
-12.26948,1,108.182684
-8.0,4,108.188634
-4.0,8,108.198718
14.0,20,108.222166
-3.0,9,108.235395
1.0,13,108.252141
-7.0,5,108.259073
-1.0,13,108.274997
12.0,20,108.30146
-5.907581,8,108.311807
-2.0,10,108.324009
20.0,20,108.350145
-10.896962,7,108.360363
-2.0,10,108.373184
16.0,20,108.396387
20.0,20,108.419984
-8.918427,7,108.430315
6.0,20,108.455893
16.0,20,108.479768
-5.0,7,108.488652
-6.0,6,108.496985
-12.988158,1,108.499052
-7.0,5,108.50687
16.0,20,108.530665
16.0,20,108.556545
-3.0,13,108.573261
16.0,20,108.59676
16.0,20,108.620399
-10.0,2,108.624408
-4.0,8,108.634302
20.0,20,108.660128
-6.80469,9,108.673491
12.0,20,108.697882
12.0,20,108.7215
14.0,20,108.745263
16.0,20,108.77093
16.0,20,108.796662
14.0,20,108.820588
16.0,20,108.843905
14.0,20,108.868164
20.0,20,108.893897
-11.0,1,108.896172
3.0,15,108.914854
16.0,20,108.940704
20.0,20,108.967913
-12.775687,1,108.970416
-14.986748,3,108.976536
14.0,20,109.003636
0.0,12,109.021492
-3.808136,10,109.042223
20.0,20,109.066653
12.0,20,109.092288
5.0,17,109.11401
-5.0,7,109.12358
18.0,20,109.146428
20.0,20,109.170211
16.0,20,109.197363
14.0,20,109.223121
-8.0,8,109.232871
-6.0,6,109.241532
-2.0,12,109.257651
-10.0,2,109.260781
9.496879,20,109.285911
20.0,20,109.311232
18.0,20,109.336407
-12.986142,1,109.339008
12.0,20,109.36339
-5.0,9,109.375353
8.0,20,109.401918
-12.874448,1,109.404123
10.0,20,109.427957
-11.970826,6,109.435419
16.0,20,109.460822
-2.0,10,109.47363
14.706529,20,109.498058
20.0,20,109.523309
20.0,20,109.548194
-6.0,6,109.556558
16.0,20,109.579786
-5.479609,8,109.59324
12.0,20,109.619341
20.0,20,109.6434
20.0,20,109.666588
-8.902471,5,109.674768
16.0,20,109.700746
14.0,20,109.725292
14.0,20,109.749086
7.0,19,109.771187
-11.22684,2,109.775988
20.0,20,109.80118
0.0,12,109.816983
-6.0,6,109.82479
5.0,17,109.846784
-4.0,12,109.861885
16.0,20,109.885398
-4.0,8,109.89632
20.0,20,109.923826
20.0,20,109.947924
16.0,20,109.971974
14.0,20,109.995117
20.0,20,110.021432
-5.0,7,110.03004
16.0,20,110.054058
14.0,20,110.077809
-9.0,3,110.083416
20.0,20,110.106773
8.0,20,110.133044
12.0,20,110.156553
16.0,20,110.181239
-1.0,15,110.199968
16.0,20,110.225486
16.0,20,110.250505
-8.377566,5,110.258171
12.0,20,110.281184
-11.775407,2,110.285095
16.0,20,110.307691
-4.0,10,110.32116
-3.391303,10,110.336474
-1.0,15,110.354372
-8.0,4,110.360223
14.0,20,110.384617
16.0,20,110.409762
16.0,20,110.435896
14.0,20,110.460942
18.0,20,110.485773
16.0,20,110.510406
14.0,20,110.534638
3.0,19,110.559328
-2.0,10,110.573419
16.0,20,110.596838
-10.448929,5,110.603076
-9.744073,4,110.608596
16.0,20,110.632819
6.0,18,110.656019
14.0,20,110.680323
-2.0,10,110.693355
-9.0,3,110.699183
-15.0,1,110.701207
18.0,20,110.725359
16.0,20,110.749743
-12.918254,1,110.753405
4.0,18,110.77651
10.0,20,110.799544
-11.0,1,110.801607
4.0,20,110.82574
-7.0,11,110.839634
8.0,20,110.866388
14.0,20,110.890031
14.0,20,110.914505
16.0,20,110.937791
20.0,20,110.963324
20.0,20,110.987951
4.0,20,111.013013
14.0,20,111.036388
18.0,20,111.060616
14.0,20,111.085856
20.0,20,111.110542
-6.0,6,111.118003
